number_of_features,estimators,accuracy_score,confusion_matriks
107,50 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
1,60 Trees,0.84251968503937,"[[245  16   0]
 [ 33 239  12]
 [  0  39  51]]"
2,60 Trees,0.9118110236220472,"[[254   7   0]
 [ 34 239  11]
 [  0   4  86]]"
3,60 Trees,0.9291338582677166,"[[253   8   0]
 [ 21 252  11]
 [  0   5  85]]"
4,60 Trees,0.952755905511811,"[[253   8   0]
 [ 16 263   5]
 [  0   1  89]]"
5,60 Trees,0.9574803149606299,"[[253   8   0]
 [ 12 266   6]
 [  0   1  89]]"
6,60 Trees,0.9622047244094488,"[[253   8   0]
 [ 11 268   5]
 [  0   0  90]]"
7,60 Trees,0.9622047244094488,"[[254   7   0]
 [ 13 267   4]
 [  0   0  90]]"
8,60 Trees,0.9590551181102362,"[[252   9   0]
 [ 13 267   4]
 [  0   0  90]]"
9,60 Trees,0.9637795275590552,"[[253   8   0]
 [ 13 269   2]
 [  0   0  90]]"
10,60 Trees,0.9653543307086614,"[[254   7   0]
 [ 13 269   2]
 [  0   0  90]]"
11,60 Trees,0.9653543307086614,"[[252   9   0]
 [ 12 271   1]
 [  0   0  90]]"
12,60 Trees,0.9795275590551181,"[[256   5   0]
 [  7 276   1]
 [  0   0  90]]"
13,60 Trees,0.9763779527559056,"[[255   6   0]
 [  8 275   1]
 [  0   0  90]]"
14,60 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
15,60 Trees,0.9874015748031496,"[[258   3   0]
 [  4 279   1]
 [  0   0  90]]"
16,60 Trees,0.9826771653543307,"[[257   4   0]
 [  5 277   2]
 [  0   0  90]]"
17,60 Trees,0.9811023622047244,"[[255   6   0]
 [  5 278   1]
 [  0   0  90]]"
18,60 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
19,60 Trees,0.9858267716535433,"[[258   3   0]
 [  5 278   1]
 [  0   0  90]]"
20,60 Trees,0.988976377952756,"[[258   3   0]
 [  4 280   0]
 [  0   0  90]]"
21,60 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
22,60 Trees,0.984251968503937,"[[259   2   0]
 [  7 276   1]
 [  0   0  90]]"
23,60 Trees,0.9858267716535433,"[[259   2   0]
 [  6 277   1]
 [  0   0  90]]"
24,60 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
25,60 Trees,0.9874015748031496,"[[259   2   0]
 [  5 278   1]
 [  0   0  90]]"
26,60 Trees,0.9858267716535433,"[[259   2   0]
 [  6 277   1]
 [  0   0  90]]"
27,60 Trees,0.9811023622047244,"[[257   4   0]
 [  7 276   1]
 [  0   0  90]]"
28,60 Trees,0.9811023622047244,"[[257   4   0]
 [  7 276   1]
 [  0   0  90]]"
29,60 Trees,0.984251968503937,"[[258   3   0]
 [  6 277   1]
 [  0   0  90]]"
30,60 Trees,0.9858267716535433,"[[257   4   0]
 [  5 279   0]
 [  0   0  90]]"
31,60 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
32,60 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
33,60 Trees,0.9874015748031496,"[[258   3   0]
 [  5 279   0]
 [  0   0  90]]"
34,60 Trees,0.984251968503937,"[[258   3   0]
 [  7 277   0]
 [  0   0  90]]"
35,60 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
36,60 Trees,0.9905511811023622,"[[260   1   0]
 [  5 279   0]
 [  0   0  90]]"
37,60 Trees,0.9858267716535433,"[[259   2   0]
 [  6 277   1]
 [  0   0  90]]"
38,60 Trees,0.9874015748031496,"[[259   2   0]
 [  5 278   1]
 [  0   0  90]]"
39,60 Trees,0.9874015748031496,"[[258   3   0]
 [  5 279   0]
 [  0   0  90]]"
40,60 Trees,0.9826771653543307,"[[258   3   0]
 [  6 276   2]
 [  0   0  90]]"
41,60 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
42,60 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
43,60 Trees,0.9937007874015747,"[[261   0   0]
 [  3 280   1]
 [  0   0  90]]"
44,60 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
45,60 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
46,60 Trees,0.988976377952756,"[[258   3   0]
 [  4 280   0]
 [  0   0  90]]"
47,60 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
48,60 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
49,60 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
50,60 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
51,60 Trees,0.9874015748031496,"[[259   2   0]
 [  5 278   1]
 [  0   0  90]]"
52,60 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
53,60 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
54,60 Trees,0.9905511811023622,"[[259   2   0]
 [  3 280   1]
 [  0   0  90]]"
55,60 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
56,60 Trees,0.9905511811023622,"[[261   0   0]
 [  5 278   1]
 [  0   0  90]]"
57,60 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
58,60 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
59,60 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
60,60 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
61,60 Trees,0.9874015748031496,"[[260   1   0]
 [  5 278   1]
 [  1   0  89]]"
62,60 Trees,0.9905511811023622,"[[261   0   0]
 [  6 278   0]
 [  0   0  90]]"
63,60 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
64,60 Trees,0.9905511811023622,"[[258   3   0]
 [  3 281   0]
 [  0   0  90]]"
65,60 Trees,0.9858267716535433,"[[260   1   0]
 [  8 276   0]
 [  0   0  90]]"
66,60 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
67,60 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
68,60 Trees,0.9905511811023622,"[[258   3   0]
 [  3 281   0]
 [  0   0  90]]"
69,60 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
70,60 Trees,0.9858267716535433,"[[258   3   0]
 [  6 278   0]
 [  0   0  90]]"
71,60 Trees,0.9874015748031496,"[[260   1   0]
 [  6 278   0]
 [  0   1  89]]"
72,60 Trees,0.9811023622047244,"[[259   2   0]
 [  7 276   1]
 [  1   1  88]]"
73,60 Trees,0.9921259842519685,"[[261   0   0]
 [  5 279   0]
 [  0   0  90]]"
74,60 Trees,0.9921259842519685,"[[259   2   0]
 [  3 281   0]
 [  0   0  90]]"
75,60 Trees,0.9921259842519685,"[[261   0   0]
 [  5 279   0]
 [  0   0  90]]"
76,60 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
77,60 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
78,60 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
79,60 Trees,0.9858267716535433,"[[260   1   0]
 [  7 276   1]
 [  0   0  90]]"
80,60 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
81,60 Trees,0.9921259842519685,"[[259   2   0]
 [  3 281   0]
 [  0   0  90]]"
82,60 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
83,60 Trees,0.9874015748031496,"[[258   3   0]
 [  4 279   1]
 [  0   0  90]]"
84,60 Trees,0.9937007874015747,"[[261   0   0]
 [  4 280   0]
 [  0   0  90]]"
85,60 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
86,60 Trees,0.9905511811023622,"[[260   1   0]
 [  5 279   0]
 [  0   0  90]]"
87,60 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
88,60 Trees,0.9874015748031496,"[[260   1   0]
 [  7 277   0]
 [  0   0  90]]"
89,60 Trees,0.9874015748031496,"[[260   1   0]
 [  7 277   0]
 [  0   0  90]]"
90,60 Trees,0.9905511811023622,"[[261   0   0]
 [  6 278   0]
 [  0   0  90]]"
91,60 Trees,0.9874015748031496,"[[260   1   0]
 [  7 277   0]
 [  0   0  90]]"
92,60 Trees,0.9937007874015747,"[[260   1   0]
 [  3 281   0]
 [  0   0  90]]"
93,60 Trees,0.9921259842519685,"[[259   2   0]
 [  3 281   0]
 [  0   0  90]]"
94,60 Trees,0.9905511811023622,"[[258   3   0]
 [  3 281   0]
 [  0   0  90]]"
95,60 Trees,0.984251968503937,"[[260   1   0]
 [  9 275   0]
 [  0   0  90]]"
96,60 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
97,60 Trees,0.988976377952756,"[[261   0   0]
 [  7 277   0]
 [  0   0  90]]"
98,60 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
99,60 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
100,60 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
101,60 Trees,0.9858267716535433,"[[258   3   0]
 [  6 278   0]
 [  0   0  90]]"
102,60 Trees,0.9874015748031496,"[[260   1   0]
 [  7 277   0]
 [  0   0  90]]"
103,60 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
104,60 Trees,0.984251968503937,"[[258   3   0]
 [  7 277   0]
 [  0   0  90]]"
105,60 Trees,0.988976377952756,"[[260   1   0]
 [  5 279   0]
 [  1   0  89]]"
106,60 Trees,0.984251968503937,"[[257   4   0]
 [  6 278   0]
 [  0   0  90]]"
107,60 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
1,70 Trees,0.8409448818897638,"[[245  16   0]
 [ 33 239  12]
 [  0  40  50]]"
2,70 Trees,0.9133858267716536,"[[255   6   0]
 [ 34 239  11]
 [  0   4  86]]"
3,70 Trees,0.9244094488188976,"[[253   8   0]
 [ 22 250  12]
 [  0   6  84]]"
4,70 Trees,0.9543307086614173,"[[253   8   0]
 [ 15 264   5]
 [  0   1  89]]"
5,70 Trees,0.9590551181102362,"[[253   8   0]
 [ 11 267   6]
 [  0   1  89]]"
6,70 Trees,0.9622047244094488,"[[253   8   0]
 [ 11 268   5]
 [  0   0  90]]"
7,70 Trees,0.9653543307086614,"[[254   7   0]
 [ 11 269   4]
 [  0   0  90]]"
8,70 Trees,0.9606299212598425,"[[252   9   0]
 [ 13 268   3]
 [  0   0  90]]"
9,70 Trees,0.9653543307086614,"[[253   8   0]
 [ 13 270   1]
 [  0   0  90]]"
10,70 Trees,0.9622047244094488,"[[252   9   0]
 [ 13 269   2]
 [  0   0  90]]"
11,70 Trees,0.9653543307086614,"[[252   9   0]
 [ 12 271   1]
 [  0   0  90]]"
12,70 Trees,0.9795275590551181,"[[256   5   0]
 [  7 276   1]
 [  0   0  90]]"
13,70 Trees,0.9795275590551181,"[[255   6   0]
 [  6 277   1]
 [  0   0  90]]"
14,70 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
15,70 Trees,0.9826771653543307,"[[257   4   0]
 [  5 277   2]
 [  0   0  90]]"
16,70 Trees,0.9826771653543307,"[[257   4   0]
 [  5 277   2]
 [  0   0  90]]"
17,70 Trees,0.9811023622047244,"[[255   6   0]
 [  5 278   1]
 [  0   0  90]]"
18,70 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
19,70 Trees,0.9858267716535433,"[[258   3   0]
 [  5 278   1]
 [  0   0  90]]"
20,70 Trees,0.988976377952756,"[[258   3   0]
 [  4 280   0]
 [  0   0  90]]"
21,70 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
22,70 Trees,0.9858267716535433,"[[259   2   0]
 [  6 277   1]
 [  0   0  90]]"
23,70 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
24,70 Trees,0.9826771653543307,"[[257   4   0]
 [  6 277   1]
 [  0   0  90]]"
25,70 Trees,0.984251968503937,"[[258   3   0]
 [  6 277   1]
 [  0   0  90]]"
26,70 Trees,0.9858267716535433,"[[259   2   0]
 [  6 277   1]
 [  0   0  90]]"
27,70 Trees,0.9811023622047244,"[[257   4   0]
 [  7 276   1]
 [  0   0  90]]"
28,70 Trees,0.9795275590551181,"[[256   5   0]
 [  7 276   1]
 [  0   0  90]]"
29,70 Trees,0.984251968503937,"[[258   3   0]
 [  6 277   1]
 [  0   0  90]]"
30,70 Trees,0.9874015748031496,"[[258   3   0]
 [  5 279   0]
 [  0   0  90]]"
31,70 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
32,70 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
33,70 Trees,0.988976377952756,"[[258   3   0]
 [  4 280   0]
 [  0   0  90]]"
34,70 Trees,0.9874015748031496,"[[258   3   0]
 [  5 279   0]
 [  0   0  90]]"
35,70 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
36,70 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
37,70 Trees,0.9826771653543307,"[[258   3   0]
 [  7 276   1]
 [  0   0  90]]"
38,70 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
39,70 Trees,0.9874015748031496,"[[258   3   0]
 [  5 279   0]
 [  0   0  90]]"
40,70 Trees,0.9826771653543307,"[[258   3   0]
 [  6 276   2]
 [  0   0  90]]"
41,70 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
42,70 Trees,0.9937007874015747,"[[260   1   0]
 [  3 281   0]
 [  0   0  90]]"
43,70 Trees,0.988976377952756,"[[259   2   0]
 [  3 279   2]
 [  0   0  90]]"
44,70 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
45,70 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
46,70 Trees,0.9874015748031496,"[[258   3   0]
 [  5 279   0]
 [  0   0  90]]"
47,70 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
48,70 Trees,0.9905511811023622,"[[260   1   0]
 [  5 279   0]
 [  0   0  90]]"
49,70 Trees,0.9858267716535433,"[[260   1   0]
 [  7 276   1]
 [  0   0  90]]"
50,70 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
51,70 Trees,0.988976377952756,"[[259   2   0]
 [  4 279   1]
 [  0   0  90]]"
52,70 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
53,70 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
54,70 Trees,0.9921259842519685,"[[259   2   0]
 [  3 281   0]
 [  0   0  90]]"
55,70 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
56,70 Trees,0.988976377952756,"[[260   1   0]
 [  5 278   1]
 [  0   0  90]]"
57,70 Trees,0.984251968503937,"[[259   2   0]
 [  8 276   0]
 [  0   0  90]]"
58,70 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
59,70 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
60,70 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
61,70 Trees,0.9905511811023622,"[[260   1   0]
 [  4 279   1]
 [  0   0  90]]"
62,70 Trees,0.9905511811023622,"[[261   0   0]
 [  6 278   0]
 [  0   0  90]]"
63,70 Trees,0.9858267716535433,"[[259   2   0]
 [  6 278   0]
 [  1   0  89]]"
64,70 Trees,0.9905511811023622,"[[259   2   0]
 [  3 281   0]
 [  1   0  89]]"
65,70 Trees,0.9858267716535433,"[[260   1   0]
 [  8 276   0]
 [  0   0  90]]"
66,70 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
67,70 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
68,70 Trees,0.9905511811023622,"[[258   3   0]
 [  3 281   0]
 [  0   0  90]]"
69,70 Trees,0.988976377952756,"[[260   1   0]
 [  5 279   0]
 [  0   1  89]]"
70,70 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
71,70 Trees,0.9874015748031496,"[[260   1   0]
 [  6 278   0]
 [  0   1  89]]"
72,70 Trees,0.984251968503937,"[[259   2   0]
 [  6 277   1]
 [  0   1  89]]"
73,70 Trees,0.988976377952756,"[[260   1   0]
 [  5 278   1]
 [  0   0  90]]"
74,70 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
75,70 Trees,0.9905511811023622,"[[260   1   0]
 [  5 279   0]
 [  0   0  90]]"
76,70 Trees,0.9858267716535433,"[[259   2   0]
 [  6 278   0]
 [  0   1  89]]"
77,70 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
78,70 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
79,70 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
80,70 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
81,70 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
82,70 Trees,0.9905511811023622,"[[260   1   0]
 [  5 279   0]
 [  0   0  90]]"
83,70 Trees,0.988976377952756,"[[259   2   0]
 [  4 280   0]
 [  1   0  89]]"
84,70 Trees,0.9937007874015747,"[[261   0   0]
 [  4 280   0]
 [  0   0  90]]"
85,70 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
86,70 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
87,70 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
88,70 Trees,0.9874015748031496,"[[260   1   0]
 [  7 277   0]
 [  0   0  90]]"
89,70 Trees,0.9858267716535433,"[[260   1   0]
 [  8 276   0]
 [  0   0  90]]"
90,70 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
91,70 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
92,70 Trees,0.9937007874015747,"[[260   1   0]
 [  3 281   0]
 [  0   0  90]]"
93,70 Trees,0.9921259842519685,"[[259   2   0]
 [  3 281   0]
 [  0   0  90]]"
94,70 Trees,0.9905511811023622,"[[258   3   0]
 [  3 281   0]
 [  0   0  90]]"
95,70 Trees,0.9858267716535433,"[[260   1   0]
 [  8 276   0]
 [  0   0  90]]"
96,70 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
97,70 Trees,0.988976377952756,"[[261   0   0]
 [  7 277   0]
 [  0   0  90]]"
98,70 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
99,70 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
100,70 Trees,0.9874015748031496,"[[259   2   0]
 [  5 279   0]
 [  1   0  89]]"
101,70 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
102,70 Trees,0.9826771653543307,"[[259   2   0]
 [  8 276   0]
 [  1   0  89]]"
103,70 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
104,70 Trees,0.9826771653543307,"[[257   4   0]
 [  7 277   0]
 [  0   0  90]]"
105,70 Trees,0.9874015748031496,"[[260   1   0]
 [  6 278   0]
 [  1   0  89]]"
106,70 Trees,0.9826771653543307,"[[257   4   0]
 [  7 277   0]
 [  0   0  90]]"
107,70 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
1,80 Trees,0.8393700787401575,"[[245  16   0]
 [ 35 238  11]
 [  0  40  50]]"
2,80 Trees,0.9133858267716536,"[[255   6   0]
 [ 34 239  11]
 [  0   4  86]]"
3,80 Trees,0.925984251968504,"[[253   8   0]
 [ 22 250  12]
 [  0   5  85]]"
4,80 Trees,0.9559055118110236,"[[254   7   0]
 [ 15 264   5]
 [  0   1  89]]"
5,80 Trees,0.9622047244094488,"[[254   7   0]
 [ 11 268   5]
 [  0   1  89]]"
6,80 Trees,0.9622047244094488,"[[253   8   0]
 [ 11 268   5]
 [  0   0  90]]"
7,80 Trees,0.9637795275590552,"[[254   7   0]
 [ 11 268   5]
 [  0   0  90]]"
8,80 Trees,0.9622047244094488,"[[253   8   0]
 [ 13 268   3]
 [  0   0  90]]"
9,80 Trees,0.9637795275590552,"[[253   8   0]
 [ 13 269   2]
 [  0   0  90]]"
10,80 Trees,0.9637795275590552,"[[253   8   0]
 [ 13 269   2]
 [  0   0  90]]"
11,80 Trees,0.9653543307086614,"[[252   9   0]
 [ 12 271   1]
 [  0   0  90]]"
12,80 Trees,0.9795275590551181,"[[256   5   0]
 [  7 276   1]
 [  0   0  90]]"
13,80 Trees,0.9795275590551181,"[[255   6   0]
 [  6 277   1]
 [  0   0  90]]"
14,80 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
15,80 Trees,0.9858267716535433,"[[258   3   0]
 [  4 278   2]
 [  0   0  90]]"
16,80 Trees,0.984251968503937,"[[258   3   0]
 [  5 277   2]
 [  0   0  90]]"
17,80 Trees,0.9826771653543307,"[[257   4   0]
 [  6 277   1]
 [  0   0  90]]"
18,80 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
19,80 Trees,0.9874015748031496,"[[259   2   0]
 [  5 278   1]
 [  0   0  90]]"
20,80 Trees,0.9874015748031496,"[[257   4   0]
 [  4 280   0]
 [  0   0  90]]"
21,80 Trees,0.9826771653543307,"[[257   4   0]
 [  6 277   1]
 [  0   0  90]]"
22,80 Trees,0.9858267716535433,"[[258   3   0]
 [  5 278   1]
 [  0   0  90]]"
23,80 Trees,0.988976377952756,"[[259   2   0]
 [  4 279   1]
 [  0   0  90]]"
24,80 Trees,0.984251968503937,"[[257   4   0]
 [  5 278   1]
 [  0   0  90]]"
25,80 Trees,0.9858267716535433,"[[258   3   0]
 [  5 278   1]
 [  0   0  90]]"
26,80 Trees,0.9858267716535433,"[[259   2   0]
 [  6 277   1]
 [  0   0  90]]"
27,80 Trees,0.9826771653543307,"[[258   3   0]
 [  7 276   1]
 [  0   0  90]]"
28,80 Trees,0.9811023622047244,"[[257   4   0]
 [  7 276   1]
 [  0   0  90]]"
29,80 Trees,0.984251968503937,"[[258   3   0]
 [  6 277   1]
 [  0   0  90]]"
30,80 Trees,0.9858267716535433,"[[258   3   0]
 [  5 278   1]
 [  0   0  90]]"
31,80 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
32,80 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
33,80 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
34,80 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
35,80 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
36,80 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
37,80 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
38,80 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
39,80 Trees,0.9858267716535433,"[[258   3   0]
 [  5 278   1]
 [  0   0  90]]"
40,80 Trees,0.9826771653543307,"[[258   3   0]
 [  6 276   2]
 [  0   0  90]]"
41,80 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
42,80 Trees,0.9921259842519685,"[[260   1   0]
 [  4 280   0]
 [  0   0  90]]"
43,80 Trees,0.9905511811023622,"[[259   2   0]
 [  3 280   1]
 [  0   0  90]]"
44,80 Trees,0.9905511811023622,"[[259   2   0]
 [  4 280   0]
 [  0   0  90]]"
45,80 Trees,0.9905511811023622,"[[260   1   0]
 [  5 279   0]
 [  0   0  90]]"
46,80 Trees,0.9874015748031496,"[[258   3   0]
 [  5 279   0]
 [  0   0  90]]"
47,80 Trees,0.9921259842519685,"[[259   2   0]
 [  3 281   0]
 [  0   0  90]]"
48,80 Trees,0.988976377952756,"[[260   1   0]
 [  6 278   0]
 [  0   0  90]]"
49,80 Trees,0.984251968503937,"[[259   2   0]
 [  7 276   1]
 [  0   0  90]]"
50,80 Trees,0.988976377952756,"[[259   2   0]
 [  5 279   0]
 [  0   0  90]]"
51,80 Trees,0.988976377952756,"[[259   2   0]
 [  4 279   1]
 [  0   0  90]]"
52,80 Trees,0.9874015748031496,"[[259   2   0]
 [  6 278   0]
 [  0   0  90]]"
53,80 Trees,0.9858267716535433,"[[259   2   0]
 [  7 277   0]
 [  0   0  90]]"
